question,extracted_product,granularity,intent,needs_specific,general_ok,confidence,match_status,matched_product,candidates,gate_refuse,gate_reason,error,source,expected,refusal_type
하나 합(마이데이터 서비스) 이용 시 만 14세 미만 손님의 거래 제한 내용은 무엇인가요?,하나 합(마이데이터 서비스),specific_product,general_policy,True,False,0.9,covered,하나 합(마이데이터 서비스),,False,,,retrieval_eval_draft.csv,,
"돈 빌린 사람이 약속을 안 지켜서 은행이 보증인에게 알릴 때, 은행은 얼마나 빨리 알려야 하나요?",,none,general_policy,False,True,0.9,none,,,False,,,retrieval_eval_draft.csv,,
하나은행 환전지갑 선물하기 서비스에서 하나머니 환급 절차는 어떻게 이루어지나요?,하나은행 환전지갑 선물하기 서비스,specific_product,procedure,True,False,0.9,ambiguous,환전지갑 선물하기 서비스,환전지갑 선물하기 서비스,True,ambiguous_product,,retrieval_eval_draft.csv,,
내가 자급제폰에 안드로이드 10 쓰는데 스마트 간편인증이 안 돼요. 어떻게 해야 하나요?,,none,procedure,False,True,0.9,none,,,False,,,retrieval_eval_draft.csv,,
제가 대출받을 때 알려준 집 보유 수가 사실과 다르면 대출에 문제가 생기나요?,,none,general_policy,False,True,0.9,none,,,False,,,retrieval_eval_draft.csv,,
기업용 대출 연체했을 때 은행이 받는 지연이자는 어떻게 계산돼요?,기업용 대출,product_family,general_policy,False,True,0.9,unmatched,,,False,,,retrieval_eval_draft.csv,,
부부 합산 소득이 7천만원 넘으면 어떤 대출을 못 받나요?,,none,eligibility,False,True,0.9,none,,,False,,,retrieval_eval_draft.csv,,
하나은행 내 계좌이체 시 보안매체나 공동인증서 사용 여부는?,,none,general_policy,False,True,0.9,none,,,False,,,retrieval_eval_draft.csv,,
제휴사 해외 ATM 출금 서비스에서 특정 제휴사 환율 적용 방식은 무엇인가요?,제휴사 해외 ATM 출금 서비스,product_family,definition,True,False,0.9,covered,제휴사 해외 ATM 출금 서비스,,False,,,retrieval_eval_draft.csv,,
하나은행 앱 비밀번호 5번 넘게 틀리면 어떻게 해요?,,none,procedure,False,True,0.9,none,,,False,,,retrieval_eval_draft.csv,,
통장인감 분실 시 하나은행 입출금통장 재발급 절차와 수수료는 무엇인가요?,입출금통장,product_family,procedure,False,True,0.9,unmatched,,,False,,,retrieval_eval_draft.csv,,
외화를 은행 외화통장에 넣으면 수수료가 어떻게 되나요?,외화통장,product_family,fee,True,False,0.9,unmatched,,,True,product_mismatch,,retrieval_eval_draft.csv,,
"하나은행 디폴트옵션 중립투자형 포트폴리오 1 상품, 만기 전에 돈 찾으면 이자가 어떻게 돼요?",하나은행 디폴트옵션 중립투자형 포트폴리오 1 상품,specific_product,early_termination,True,False,0.95,ambiguous,하나은행 디폴트옵션 중립투자형 포트폴리오 1,하나은행 디폴트옵션 중립투자형 포트폴리오 1,True,ambiguous_product,,retrieval_eval_draft.csv,,
외화 팔 때 환율이 조금만 올라도 얼마나 손해 보는 건가요?,,none,general_policy,False,True,0.9,none,,,False,,,retrieval_eval_draft.csv,,
하나은행 통해 마이데이터 정보 보내달라 할 땐 뭘 알려줘야 해?,,none,procedure,False,True,0.9,none,,,False,,,retrieval_eval_draft.csv,,
개인형IRP에서 만기 자금 운용 지시가 없을 때 어떻게 운용되나요?,개인형IRP,product_family,general_policy,True,False,0.9,covered,개인형IRP,,False,,,retrieval_eval_draft.csv,,
소득공제 장기펀드 소득공제 대상자 요건은 무엇인가요?,소득공제 장기펀드,specific_product,eligibility,True,False,0.95,unmatched,,,True,product_mismatch,,retrieval_eval_draft.csv,,
은행에서 거래한 내용에 오류가 있을 때는 어떻게 처리하나요?,,none,general_policy,False,True,0.95,none,,,False,,,retrieval_eval_draft.csv,,
"하나은행 전자금융 거래할 때, 내 컴퓨터나 휴대폰 정보를 등록해야 하나요?",전자금융,product_family,procedure,False,True,0.9,ambiguous,기업전자금융,기업전자금융,False,,,retrieval_eval_draft.csv,,
은행이 서류를 잃어버리거나 다치게 하면 제가 가진 다른 증서로 빚을 갚아야 하나요?,,none,general_policy,False,True,0.9,none,,,False,,,retrieval_eval_draft.csv,,
하나원큐기업 환전지갑 서비스에서 재환전 시 건당 금액이 1백만원 초과하면 어떻게 처리해야 하나요?,하나원큐기업 환전지갑 서비스,specific_product,procedure,True,False,0.9,ambiguous,하나원큐기업 환전지갑 서비스 설명서,하나원큐기업 환전지갑 서비스 설명서,True,ambiguous_product,,retrieval_eval_draft.csv,,
하나은행 제휴 환전지갑으로 외화 받을 때 직접 가서 신분증 보여줘야 하나요?,하나은행 제휴 환전지갑,specific_product,procedure,True,False,0.9,unmatched,,,True,product_mismatch,,retrieval_eval_draft.csv,,
내 계좌에 돈이 부족하면 인터넷으로 돈 보내기가 안 되나요?,,none,general_policy,False,True,0.9,none,,,False,,,retrieval_eval_draft.csv,,
하나은행 저축예금에서 날짜 없는 수표가 들어오면 어떻게 처리해줘?,하나은행 저축예금,product_family,procedure,False,True,0.9,unmatched,,,False,,,retrieval_eval_draft.csv,,
하나은행 예금 토큰 해지 시 수수료나 위약금이 발생합니까?,예금 토큰,specific_product,fee,True,False,0.9,covered,예금 토큰,,False,,,retrieval_eval_draft.csv,,
만약 제가 돈을 중간에 찾으면 어떤 불이익이 있나요?,,none,early_termination,False,True,0.8,none,,,False,,,retrieval_eval_draft.csv,,
골드·실버바 매매 시 적용되는 은행 판매가격 산정 방법은 무엇인가요?,골드·실버바,product_family,general_policy,True,False,0.9,ambiguous,골드·실버바(한국금거래소),골드·실버바(한국금거래소),True,ambiguous_product,,retrieval_eval_draft.csv,,
자유저축예금 이자는 언제 받을 수 있나요?,자유저축예금,specific_product,rate_current,True,False,0.95,unmatched,,,True,product_mismatch,,retrieval_eval_draft.csv,,
대출금을 제때 못 갚으면 집 팔고 남은 돈 더 내야 하나요?,,none,general_policy,False,True,0.9,none,,,False,,,retrieval_eval_draft.csv,,
하나은행 디폴트옵션 안정형 포트폴리오의 투자원금 손실 가능성은 어떻게 설명되어 있나요?,디폴트옵션 안정형 포트폴리오,specific_product,definition,True,False,0.9,ambiguous,하나은행 디폴트옵션 안정형 포트폴리오,하나은행 디폴트옵션 안정형 포트폴리오,True,ambiguous_product,,retrieval_eval_draft.csv,,
외국인도 하나은행 인터넷뱅킹으로 해외송금하려면 어떻게 해야 해?,하나은행 인터넷뱅킹,none,procedure,False,True,0.9,unmatched,,,False,,,retrieval_eval_draft.csv,,
